begin,end,sampledSeconds,nVehEntered,nVehLeft,nVehSeen,meanSpeed,meanTimeLoss
1035,1080,274.532499,14,15,29,40.85400463,0.547635127
1080,1125,210.2467667,20,4,24,45.3258936,0.65992588
1125,1170,235.6591097,9,16,25,41.87176589,0.573191481
1170,1215,366.6325486,26,12,38,41.42665137,0.562014494
1215,1260,71.29443148,2,7,9,46.6819488,0.693976918
1260,1305,351.3938422,23,16,39,41.76641575,0.570546101
1305,1350,148.6593506,8,8,16,41.5553652,0.565246545
1350,1395,437.4727628,22,23,45,39.76713408,0.520343414
1395,1440,301.8492851,21,11,32,42.3234612,0.584533714
1440,1485,163.0722263,9,9,18,43.909488,0.624359422
1485,1530,364.7017387,26,11,37,39.12514949,0.504222948
1530,1575,296.2956319,16,18,34,43.40968772,0.611809256
1575,1620,327.315783,27,10,37,43.49588264,0.613973642
1620,1665,288.2141099,15,14,29,37.64237959,0.466990058
1665,1710,312.672033,20,12,32,41.1500574,0.55506912
1710,1755,136.2994277,8,4,12,36.18738,0.430454491
1755,1800,348.5201413,32,7,39,42.28016788,0.583446603
1800,1845,181.4768295,6,17,23,47.67109106,0.718814639
1845,1890,199.7277442,18,8,26,47.50842572,0.714730053
1890,1935,97.50740838,7,5,12,47.3211144,0.710026598
1935,1980,74.47834355,3,3,6,30.3507648,0.283894967
1980,2025,36.45776713,3,2,5,50.5955808,0.792249636
0,45,167.1570354,11,11,23,50.30122351,0.826944732
45,90,260.6778294,24,7,34,48.30581562,0.775169779
90,135,102.1037425,8,5,13,48.96569797,0.792291781
135,180,150.2086149,10,10,21,50.9174496,0.842933982
180,225,216.4064033,17,10,28,47.75519314,0.760882749
225,270,188.0427839,11,12,24,47.6502984,0.75816104
270,315,289.6846811,23,13,37,48.24206348,0.773515599
315,360,221.2417185,14,7,21,35.8152192,0.451075622
360,405,169.5576483,18,6,24,51.6457692,0.861831729
405,450,53.46375556,3,3,6,43.8912,0.660623517
450,495,406.0758399,35,14,50,45.79278624,0.709964075
495,540,177.3460052,18,5,23,48.44109537,0.77867989
540,585,201.5586739,12,12,24,44.8344036,0.68509687
585,630,197.8130401,17,10,27,49.8213888,0.814494436
630,675,269.8143588,19,13,32,44.6743836,0.680944823
675,720,255.0527518,23,11,35,51.31853157,0.853340877
720,765,88.06758742,5,4,9,38.61816,0.523803673
765,810,361.1934466,34,13,47,47.78561014,0.761671981
810,855,215.2178304,13,11,24,40.9957524,0.585495187
855,900,156.6217489,16,5,21,49.65766766,0.810246355
900,945,99.8541246,5,7,12,48.4147368,0.777995963
945,990,262.3370339,14,20,36,50.0685816,0.82090836
990,1035,226.9341949,20,12,32,51.1730244,0.849565395
1035,1080,343.9254987,25,14,39,42.22924283,0.617500628
1080,1125,153.1825225,15,6,21,51.06950126,0.846879275
1125,1170,209.5406003,11,14,25,45.54721498,0.703592224
1170,1215,422.6550869,28,16,44,42.33231425,0.620175027
1215,1260,120.75791,2,11,13,42.26131717,0.618332862
1260,1305,394.2010062,25,20,45,42.2977056,0.619277035
1305,1350,139.6093303,10,7,17,44.79936056,0.684187607
1350,1395,418.9056312,25,25,50,44.24803546,0.669882345
1395,1440,328.9034482,23,16,39,45.71971865,0.708068186
1440,1485,184.7339042,12,12,24,48.1427028,0.770937482
1485,1530,284.9283257,25,9,34,44.97621628,0.688776491
1530,1575,295.3241082,20,17,37,46.09198781,0.717727473
1575,1620,307.7365702,28,8,36,44.3160912,0.671648191
1620,1665,324.09134,21,13,34,39.26906936,0.540692852
1665,1710,271.4145676,20,10,30,43.6187088,0.653553174
1710,1755,105.4548144,8,4,12,42.624756,0.627763029
1755,1800,294.5499678,26,9,35,43.42219118,0.648454121
1800,1845,187.9297821,13,13,26,50.50906449,0.832337593
1845,1890,246.9360741,25,9,34,50.23251021,0.825161824
1890,1935,133.3777885,11,7,18,49.71288,0.811678952
1935,1980,134.0175477,11,3,14,39.58515977,0.548894467
1980,2025,52.40219994,6,2,8,55.021734,0.949428064
0,45,148.6264616,13,4,20,49.9728744,0.81444148
45,90,274.9056651,19,17,38,50.78933735,0.835561203
90,135,64.2354589,6,3,9,51.6221472,0.857103777
135,180,161.1101199,8,11,22,49.96863491,0.814331816
180,225,297.5979968,20,18,39,48.52284702,0.776933132
225,270,182.2223307,12,11,25,50.03640691,0.816084897
270,315,280.5426023,24,12,37,49.10832156,0.7920778
315,360,207.9657452,16,5,21,39.70586057,0.548861166
360,405,198.0287438,25,3,28,51.80650766,0.861872691
405,450,44.63269825,2,4,6,50.2298208,0.821088
450,495,434.145824,32,20,54,46.4663536,0.723737122
495,540,173.3983737,12,9,21,45.12172114,0.688955061
540,585,212.5296149,13,11,25,43.36011648,0.643387038
585,630,161.2628393,15,8,23,51.88798581,0.863980314
630,675,226.4964778,24,5,29,47.12363553,0.740739256
675,720,223.7281058,24,7,31,51.49676625,0.853860505
720,765,98.30202578,5,6,11,41.01832145,0.582811035
765,810,421.217219,43,11,55,48.1009646,0.766020157
810,855,310.1992362,22,14,36,42.6732192,0.625618834
855,900,120.7099627,14,3,17,51.34689487,0.849983732
900,945,107.1128665,7,9,16,53.9800038,0.91809525
945,990,275.6945931,19,18,37,49.65221656,0.806146916
990,1035,223.5289131,19,10,29,48.13918709,0.767008871
1035,1080,284.4200065,21,15,36,46.3719672,0.721295598
1080,1125,179.4583033,18,6,24,49.5225324,0.802792332
1125,1170,244.255784,15,15,30,46.478952,0.72406301
1170,1215,432.0680477,29,14,43,40.63176804,0.572811927
1215,1260,191.3881141,5,14,19,38.87489785,0.527366373
1260,1305,387.2891235,28,18,46,43.86042845,0.656328777
1305,1350,152.1718485,11,6,17,42.36920809,0.617754876
1350,1395,462.8597481,28,25,53,43.89264924,0.657162242
1395,1440,258.0576901,21,12,33,48.07981702,0.765473126
1440,1485,250.6060902,15,16,31,45.83834106,0.70749211
1485,1530,365.1222608,32,8,40,43.36916904,0.643621203
1530,1575,403.3786777,30,19,49,45.16247726,0.690009313
1575,1620,317.6012401,30,8,38,44.90185263,0.683267648
1620,1665,355.609986,24,13,37,38.92615628,0.528692292
1665,1710,313.7678418,27,9,36,45.1338696,0.689269309
1710,1755,112.0582282,9,4,13,43.34678031,0.643042066
1755,1800,356.0008958,24,19,43,44.15199539,0.663870837
1800,1845,231.6438725,11,20,31,49.14610932,0.793055269
1845,1890,243.9304087,18,15,34,50.83795059,0.836818698
1890,1935,153.4418987,14,8,22,52.30334749,0.874724615
1935,1980,134.6837243,10,3,13,37.15727705,0.482936095
1980,2025,44.56988035,5,0,5,44.6812416,0.677561027
0,45,179.4336224,17,5,24,49.382172,0.762242931
45,90,256.442832,30,6,36,52.3527528,0.836863109
90,135,90.45969286,5,7,12,48.9789216,0.752113391
135,180,225.060947,17,10,30,49.30042464,0.76018946
180,225,301.7126845,28,11,41,49.69875512,0.770195412
225,270,222.2525138,13,12,31,51.37712733,0.812355664
270,315,244.0560167,21,9,34,51.41208621,0.813233821
315,360,218.4843779,16,8,24,41.1146244,0.554564394
360,405,197.6408477,25,3,29,53.43829274,0.864131576
405,450,61.44926825,2,6,8,48.5724708,0.741903458
450,495,481.8035358,44,15,60,46.16659296,0.681468464
495,540,176.877902,12,11,23,48.72066323,0.745626011
540,585,288.8573571,23,11,35,44.38528951,0.636722608
585,630,199.8554105,20,8,28,51.11051863,0.805658526
630,675,264.1755817,25,8,33,46.76740364,0.696560664
675,720,262.2903458,29,7,36,51.063144,0.804468488
720,765,113.1046741,8,4,12,39.2890248,0.50870583
765,810,487.0015902,54,9,64,48.7116882,0.745400561
810,855,256.3192177,20,12,32,45.9400275,0.675777201
855,900,164.9785169,17,5,23,51.2692153,0.809644943
900,945,146.2904581,12,8,20,51.81465888,0.823346337
945,990,393.3217911,26,24,50,47.47008845,0.714211914
990,1035,249.9546022,27,5,32,48.1078413,0.730232092
1035,1080,372.9951644,37,10,47,46.35844575,0.686287754
1080,1125,187.1062008,18,8,27,52.4719296,0.839856798
1125,1170,326.8040965,25,14,39,44.78984418,0.646884911
1170,1215,424.5218345,36,9,45,42.07605504,0.578715269
1215,1260,130.7862951,4,9,13,39.53668652,0.514927025
1260,1305,517.9445862,45,15,60,43.02672624,0.60259587
1305,1350,169.8418508,14,8,22,48.07333309,0.729365255
1350,1395,566.038423,42,22,64,42.9283368,0.600124354
1395,1440,268.1631091,30,6,36,49.9317264,0.776047587
1440,1485,339.2019899,21,17,38,42.06913768,0.578541507
1485,1530,376.1905326,40,5,45,45.71683008,0.670170543
1530,1575,407.0438503,29,18,47,43.47306628,0.613807809
1575,1620,373.5848244,38,13,51,50.23950268,0.783778843
1620,1665,432.918119,26,19,45,40.14118464,0.530111853
1665,1710,296.2417036,25,11,36,46.0854552,0.679430305
1710,1755,97.24959098,5,6,11,42.40089425,0.586875141
1755,1800,390.1486663,35,12,47,44.80170894,0.64718295
1800,1845,237.5625674,8,20,28,45.53045794,0.665488926
1845,1890,296.8339637,31,8,40,49.76356824,0.7718235
1890,1935,202.8591847,20,7,28,50.83032034,0.798620022
1935,1980,102.7735936,9,2,11,41.58391942,0.566352956
1980,2025,47.07418497,6,0,6,48.9057696,0.750275833
0,45,200.4659201,19,3,25,46.77485184,0.692164848
45,90,303.7388095,36,3,42,50.90569303,0.795525718
90,135,128.2736553,11,6,17,49.55574664,0.761747699
135,180,221.5661573,16,6,25,42.28390426,0.579793486
180,225,351.8206084,36,7,46,48.18251896,0.727387141
225,270,246.7871741,22,6,32,48.4572564,0.734261552
270,315,291.3541642,30,7,40,50.73877584,0.791349158
315,360,270.7425029,23,6,29,41.98041931,0.572199762
360,405,199.7861788,25,2,27,51.1222752,0.800944983
405,450,140.1600365,8,8,16,45.0351144,0.648633575
450,495,522.5488122,47,9,59,42.44743989,0.583885434
495,540,222.9655831,15,11,26,44.96442425,0.646864784
540,585,308.1293187,25,9,34,41.50784329,0.560375084
585,630,220.3041013,20,9,29,48.9016075,0.745379994
630,675,309.1224962,31,6,37,45.53445094,0.661127849
675,720,294.9061249,32,6,38,49.00365853,0.747933489
720,765,165.5832043,4,10,14,32.61194537,0.337784162
765,810,477.8234469,47,10,57,44.88433465,0.644860802
810,855,389.5244929,28,17,45,43.60176192,0.61276859
855,900,159.0361259,19,3,22,50.71179273,0.790673994
900,945,123.1831878,10,6,16,49.2843312,0.75495641
945,990,386.3463955,34,9,44,43.25502698,0.604092675
990,1035,318.8211694,29,8,37,45.28118685,0.654790738
1035,1080,377.8317774,37,8,45,44.34766848,0.631432476
1080,1125,222.1627053,29,1,30,50.10948576,0.77560322
1125,1170,418.5338535,30,12,42,39.81820114,0.518097283
1170,1215,405.1053626,41,4,45,42.52715904,0.585880146
1215,1260,173.8681276,3,13,16,36.3823758,0.432126924
1260,1305,541.0794252,46,12,58,40.01042334,0.522907018
1305,1350,176.030842,15,6,21,45.30564617,0.655402753
1350,1395,614.274199,53,10,63,38.54344046,0.486200541
1395,1440,272.2911884,26,9,35,48.52422967,0.735937341
1440,1485,390.8874664,27,11,39,38.22473354,0.478225937
1485,1530,446.3659844,43,6,49,42.62977587,0.588447799
1530,1575,497.1006522,43,8,51,39.55156518,0.511425584
1575,1620,365.9724412,41,6,47,47.26428541,0.704411332
1620,1665,391.2663722,19,17,36,35.1452688,0.401172344
1665,1710,438.2085881,46,3,49,43.89769411,0.62017333
1710,1755,133.3068302,5,10,15,45.08284608,0.649827905
1755,1800,486.8145825,39,11,50,39.34824134,0.506338067
1800,1845,250.8483748,15,11,26,41.81860689,0.568150933
1845,1890,291.2244219,33,3,37,47.13796255,0.701250513
1890,1935,168.9152685,21,1,22,48.64890633,0.739056969
1935,1980,105.9031421,9,2,11,40.50559244,0.535297015
1980,2025,44.21939863,5,1,6,50.410872,0.783144431
0,45,194.2169562,15,0,22,43.40989309,0.598766074
45,90,175.5139055,19,3,24,50.673762,0.77898105
90,135,149.2630513,14,3,18,48.451008,0.723835016
135,180,252.8249006,17,0,26,38.96610092,0.488516577
180,225,311.3199427,32,3,41,48.62181495,0.728072699
225,270,261.5237837,23,1,29,43.24872364,0.594767496
270,315,284.9025375,34,2,39,51.55978043,0.800962971
315,360,248.2727859,19,4,24,38.7778752,0.483846738
360,405,156.0777249,23,0,23,53.67130435,0.85334941
405,450,89.46349915,8,2,11,46.250352,0.669237229
450,495,410.3755459,43,4,47,43.23750128,0.594489071
495,540,217.362565,18,7,25,45.28298995,0.645237192
540,585,217.3606303,20,3,23,40.10367569,0.516739554
585,630,249.367317,26,4,30,46.26827424,0.669681876
630,675,227.4157321,25,2,27,45.961808,0.662078517
675,720,278.5449692,32,4,36,49.0158024,0.73784744
720,765,107.3332503,4,4,8,27.857196,0.212907111
765,810,439.8037162,46,2,48,42.865929,0.585270446
810,855,375.6965595,33,5,39,41.0455872,0.54010817
855,900,116.5705499,15,0,15,49.40174016,0.74742247
900,945,130.0250932,16,2,18,51.5959344,0.801859942
945,990,353.7563842,30,6,37,39.60053864,0.504256835
990,1035,229.3735898,23,2,25,44.25549696,0.619745318
1035,1080,387.9970426,39,3,43,42.25140435,0.570024226
1080,1125,193.6066885,22,3,25,50.09741568,0.764682026
1125,1170,266.484297,20,4,24,34.603182,0.380273526
1170,1215,343.9657083,39,3,42,45.61001074,0.653350505
1215,1260,67.68860697,3,4,7,39.45975634,0.500764058
1260,1305,601.2470773,48,3,53,34.39620842,0.375138558
1305,1350,122.2099806,12,3,15,46.39811904,0.672903297
1350,1395,532.0509523,47,2,49,35.35884029,0.399021241
1395,1440,252.8533114,23,6,29,45.85722306,0.659483788
1440,1485,228.6796899,21,2,23,37.88764717,0.461760378
1485,1530,298.2525623,31,2,33,42.51328233,0.57652136
1530,1575,333.1145526,33,1,34,38.90696696,0.487049476
1575,1620,305.395379,37,4,41,50.07878868,0.764219894
1620,1665,279.242293,22,3,25,35.74016525,0.408481828
1665,1710,403.4295056,39,3,42,40.81228457,0.534319983
1710,1755,183.1326833,10,9,19,41.48180413,0.550930615
1755,1800,436.4444512,43,1,44,39.05344211,0.490683492
1800,1845,145.2334884,13,4,17,44.68188706,0.630323962
1845,1890,393.9989345,37,5,43,44.24335033,0.619443963
1890,1935,195.6357308,21,3,25,49.3411703,0.745919746
1935,1980,124.5436539,14,0,14,44.00798194,0.613604526
1980,2025,48.66513611,7,0,7,52.14901577,0.815581769
0,45,57.2179524,3,2,7,47.56865554,0.677051379
45,90,93.60183302,13,1,14,54.71116457,0.85051777
90,135,23.49899636,1,0,2,32.8415904,0.319382832
135,180,167.0079734,21,0,23,51.37751207,0.769555091
180,225,34.66500621,1,1,3,36.4333536,0.406614111
225,270,63.82866396,7,2,9,51.2259072,0.765873142
270,315,99.22755282,9,2,11,44.45979055,0.601547997
315,360,90.97127586,12,1,13,52.02542105,0.785290518
360,405,89.29199404,10,1,11,48.04290851,0.688569314
405,450,68.00152332,8,0,8,44.172378,0.594567759
450,495,87.78219896,11,0,11,48.92671767,0.710033926
495,540,82.86727845,7,0,8,38.0865888,0.446765371
540,585,129.9794042,15,0,15,47.31690816,0.670937322
585,630,42.79971957,5,0,5,46.29204864,0.646047094
630,675,141.9032314,18,0,18,48.1785168,0.691862762
675,720,73.43603454,5,2,7,37.88437577,0.441854329
720,765,202.511118,13,3,16,30.1875444,0.254925401
765,810,158.0520589,18,2,20,49.03689456,0.712709734
810,855,40.94064525,5,1,6,52.8303744,0.80484
855,900,74.13648732,11,0,11,53.74377687,0.827023329
900,945,93.18768825,6,1,8,33.0637896,0.324779268
945,990,119.7775776,13,2,15,47.53124352,0.676142773
990,1035,179.9058827,12,3,15,34.0229952,0.348074994
1035,1080,77.32863197,12,0,12,56.1551328,0.885586673
1080,1125,195.447032,12,2,14,27.00562834,0.177647866
1125,1170,55.52774676,4,2,6,42.7975776,0.561178699
1170,1215,64.71842282,8,0,8,47.5862904,0.677479668
1215,1260,276.0673678,23,2,25,34.35715354,0.356190523
1260,1305,61.32554204,8,0,8,50.4584208,0.747233601
1305,1350,272.2034475,23,2,25,35.0800416,0.373746928
1350,1395,127.7074513,14,1,15,47.7828864,0.682254292
1395,1440,95.6609481,6,1,7,27.18589577,0.182025927
1440,1485,210.0112733,19,3,22,42.23231215,0.547450391
1485,1530,153.6601353,14,0,14,35.82305691,0.391792153
1530,1575,120.2246817,13,2,15,48.30738624,0.694992546
1575,1620,65.8901934,5,1,6,38.6132832,0.459556923
1620,1665,427.1218566,31,2,33,29.85865135,0.246937747
1665,1710,83.54173086,10,0,10,48.42186912,0.697772932
1710,1755,119.9933673,10,0,10,30.55485888,0.263846176
1755,1800,56.65186018,7,1,8,52.5213072,0.797333846
1800,1845,217.3344294,16,1,17,29.97962598,0.249875795
1845,1890,79.63112339,9,1,10,48.84432192,0.708032823
1890,1935,112.0926557,12,1,13,44.62215729,0.605491314
1935,1980,73.6741672,10,0,10,49.86808416,0.732896403
0,45,41.11124829,2,0,4,38.1469392,0.465586146
45,90,81.89376797,9,1,10,47.92699584,0.707558749
90,135,87.68068758,7,0,7,29.5497504,0.252879388
135,180,134.852811,13,2,15,43.07848128,0.587599557
180,225,57.3279693,1,1,4,26.6666472,0.181547287
225,270,77.30744186,7,0,8,42.6169836,0.576181444
270,315,97.20526051,9,0,9,36.380928,0.421892501
315,360,91.50887909,12,0,12,50.4648216,0.770348191
360,405,101.6070515,8,0,8,34.49574,0.375250251
405,450,92.44127184,9,0,9,38.270688,0.468647869
450,495,88.16862368,8,1,9,40.3713696,0.520621739
495,540,127.1968482,10,1,11,33.28948015,0.345405655
540,585,93.17594539,7,1,8,34.4861388,0.375012704
585,630,69.96887291,8,0,8,45.050202,0.636382751
630,675,117.6145667,13,0,13,41.65612505,0.552408428
675,720,67.20125588,4,1,5,29.52999936,0.252390719
720,765,198.0063879,15,1,16,30.9576978,0.287714022
765,810,174.4263546,12,4,16,35.853624,0.408846245
810,855,36.35061513,3,0,3,33.28416,0.345274027
855,900,107.0991349,11,1,12,42.8570136,0.58212013
900,945,142.9142966,11,1,13,34.33726745,0.371329413
945,990,64.63560987,7,0,7,41.05551497,0.537548475
990,1035,115.0347591,11,0,11,36.59628305,0.427220693
1035,1080,45.62399274,7,0,7,55.75436434,0.901219051
1080,1125,134.5216591,7,4,11,30.61012189,0.279114496
1125,1170,47.59560445,4,1,5,42.32647872,0.568993938
1170,1215,26.5846744,3,0,3,45.9687168,0.659108122
1215,1260,214.1051609,18,0,18,31.6461648,0.304747681
1260,1305,57.16053784,5,1,6,42.6988224,0.578206253
1305,1350,223.62142,18,2,20,34.04750112,0.36416018
1350,1395,119.86615,9,2,11,39.42726545,0.497263251
1395,1440,64.98919246,4,1,5,29.21617728,0.244626311
1440,1485,156.0775653,13,1,14,36.04956686,0.413694152
1485,1530,235.1249067,19,1,20,32.80099104,0.333319736
1530,1575,78.39774891,6,1,7,37.59594789,0.451953832
1575,1620,85.22418768,2,5,7,31.7223648,0.306632978
1620,1665,237.0682868,20,1,21,33.74919771,0.356779726
1665,1710,92.99553908,7,1,8,36.2596176,0.418891108
1710,1755,96.59043691,6,1,7,27.66399634,0.206223133
1755,1800,69.05470986,6,0,6,36.265104,0.41902685
1800,1845,186.7278623,15,0,15,30.028896,0.264734136
1845,1890,46.19796846,6,0,6,48.8454192,0.730281857
1890,1935,80.3778488,6,1,7,33.905952,0.360658052
1935,1980,71.57228075,8,0,8,44.9843652,0.634753854
0,45,12.67712479,0,0,1,28.3976064,0.564185807
45,90,15.71283475,1,0,1,22.9112064,0.362792927
90,135,29.98717021,0,0,2,25.2045216,0.446975151
135,180,19.06356708,0,0,1,18.8841888,0.214970553
180,225,50.344658,2,0,3,21.6639648,0.317009612
225,270,26.92122956,1,0,2,27.2509488,0.522094695
315,360,30.50976519,2,0,2,24.1072416,0.406696575
360,405,13.18135755,0,0,1,27.3112992,0.524310017
405,450,30.60672562,1,0,2,23.8822992,0.398439467
450,495,18.4420455,1,0,1,19.5206112,0.238332127
495,540,48.90498868,1,1,3,22.1028768,0.333121043
630,675,26.92115113,1,0,2,26.7571728,0.503969336
675,720,29.79239621,0,2,2,24.7381776,0.429856756
765,810,17.69600806,1,0,1,20.3435712,0.268541059
810,855,36.30370288,2,0,3,31.2688224,0.669581415
855,900,14.05070619,1,0,1,25.621488,0.46228101
900,945,24.69155076,1,0,2,29.1766752,0.592783596
945,990,28.50715404,2,0,2,25.4623824,0.456440616
1035,1080,14.7387237,1,0,1,24.4254528,0.418377362
1125,1170,13.94914921,0,1,1,25.8080256,0.469128368
1215,1260,10.37583775,1,0,1,34.6959936,0.795384834
1260,1305,45.60556892,3,0,3,23.7122208,0.392196288
1305,1350,32.5515469,2,0,2,22.1211648,0.333792352
1350,1395,28.63165999,2,0,2,25.4788416,0.457044795
1440,1485,18.90974003,1,0,1,19.037808,0.220609554
1485,1530,37.53598478,3,0,3,29.516832,0.605269955
1530,1575,37.28299229,1,2,3,29.772864,0.614668289
1575,1620,58.84966737,3,0,4,24.8341896,0.433381132
1620,1665,15.07046346,1,0,1,23.8877856,0.39864086
1665,1710,53.15431994,2,2,4,27.377136,0.526726732
1710,1755,14.9061331,1,0,1,24.1511328,0.408307718
1755,1800,44.98569028,3,0,3,24.04872,0.404548384
1845,1890,12.99342533,1,0,1,27.70632,0.538810304
1890,1935,16.37145656,1,0,1,21.9894912,0.328958923
